Symbol,Shares,NetIncome,Equity,BookValue,Free float
1010,3000,4049.48,36545.11,12.18,1570.21
1020,400,1287.12,7413.47,18.53,355.261
1030,650,1328.66,12036.46,18.51,376.434
1040,571.536,2022.43,12027.19,21.04,157.818
1050,1205.357,4036.44,27483.8,22.8,648.034
1060,1500,4330.55,28174.54,18.78,487.784
1080,1000,2964.42,21894,21.89,485.825
1090,2000,5212.34,40250.6,20.12,1005.44
1120,1625,7130.08,46639.05,28.7,1185.116
1140,500,788.42,6442.24,12.88,318.932
1150,1500,1469.98,18352.16,12.23,1109.8
1180,2000,9089.18,54162.49,27.08,713.231
1201,35,-27.12,455.02,13,13.869
1202,50,55.12,658.01,13.16,14.998
1210,27.5,34.54,468.29,17.02,21.433
1211,1168.478,605.17,27298.41,23.36,403.835
1212,80,6.71,1435.4,17.94,44.949
1213,37.5,-28.38,422.68,11.27,37.5
1214,63,136.54,1051.95,16.69,41.31
1301,43.875,72.2,517.17,11.78,43.875
1302,60,88.15,767.38,12.78,28.808
1303,45,70.36,592.28,13.16,13.5
1310,125,-,-,-,62.5
1320,51,33.38,776.73,15.23,16.968
1330,53.125,33.36,889.4,16.74,23.449
1810,209.65,1161.56,4067.83,19.4,135.596
1820,55,189.78,761.76,13.85,29.975
2001,120.6,-139.36,1401.91,11.62,120.6
2002,480,906.89,5802.15,12.08,84
2010,3000,18768.69,161924.05,53.97,632.25
2020,416.666,2130.43,7596.19,18.23,167.624
2030,15,7.46,296.41,19.76,15
2040,50,283.82,1897.89,37.95,38.521
2050,533.98,1791.75,10550.03,19.75,399.969
2060,668.914,-1423.1,7968.17,11.91,583.118
2070,120,357.05,2659.94,22.16,77.44
2080,75,141.89,1052.6,14.03,50.541
2090,31.666,20.56,469.48,14.82,27.679
2100,20,-5.51,197.35,9.86,20
2110,76,1.69,434.95,5.72,61.752
2120,50,1.18,697.07,13.94,36.4
2130,40,-18.95,389.38,9.73,39.999
2140,49,45.28,516.06,10.53,49
2150,30,45.11,579.32,19.31,21.289
2160,115.5,101.37,1528.36,13.23,115.5
2170,69.2,106.39,1037.48,14.99,69.2
2180,11.5,13.15,185.48,16.12,11.5
2190,68,90.51,972.01,14.29,58.005
2200,40,-46.46,612.1,15.3,34.352
2210,128.52,-74.51,1096.31,8.53,128.52
2220,28.112,29.34,403.71,14.36,18.142
2230,63.24,251.63,1602.26,25.33,61.34
2240,60,263.01,1885.15,31.41,44.999
2250,450,727.14,7088.78,15.75,375.836
2260,438.795,43.18,5499.17,12.53,403.893
2270,32.5,210.21,1013.67,31.18,15.665
2280,600,1915.69,12058.45,20.09,188.982
2290,562.5,1207.32,15351.99,27.29,202.513
2300,45,-127.11,528.17,11.73,30.676
2310,366.666,288.24,5812.38,15.85,326.456
2320,42.631,132.82,700.17,16.42,42.631
2330,163.995,713.03,2508.96,15.29,153.544
2340,81.25,139.28,1241.67,15.28,24.254
2350,1500,-1243.01,12805.92,8.53,974.997
2360,15,103.22,265.37,17.69,9.225
2370,60,-103.7,373.99,6.23,60
2380,876,-758.51,8351.4,9.53,190.242
3001,97.9,113.55,1055.92,10.78,97.9
3002,170,255.62,2128.36,12.51,126.691
3003,189.2,241.87,2038.32,10.77,94.6
3004,180,206.91,1987.48,11.04,158.22
3005,55,-19.15,502.86,9.14,27.5
3010,100,600.14,3184.42,31.84,94.206
3020,202.5,641.94,3707.48,18.3,180.279
3030,153,940.19,3255.82,21.27,130.621
3040,90,586.44,1883.59,20.92,50.21
3050,140,1038.61,3227.79,23.05,58.551
3060,157.5,806.08,3703.4,23.51,118.851
3080,86,332.89,2352.03,27.34,66.862
3090,90,89.83,1202.44,13.36,73.251
3091,130,76.34,1519.07,11.68,129.7
4001,45,230.88,1104.64,24.54,29.683
4002,50,208.8,1134.65,22.69,22.548
4003,36,49.18,531.62,14.76,14.268
4004,59,165.06,1393.01,23.61,26.775
4005,44.85,130.72,897.43,20,29.096
4006,35,107.15,549.93,15.71,16.625
4007,120,141.33,1386.13,11.55,36
4008,24,126.11,456.43,19.01,7.2
4009,92.04,390.25,1352.65,14.69,27.612
4010,100,144.37,1793.71,17.93,35.942
4020,120,147.63,3425.94,28.54,36.771
4030,393.75,1817.58,9284.66,23.58,205.753
4031,188,621.07,2703.85,14.38,56.4
4040,125,210.86,1522.32,12.17,104.535
4050,54,18.94,733.62,13.58,41.405
4061,19.6,20.95,181.47,9.25,16.68
4080,126.388,160.33,2521.83,19.95,63.295
4090,150,436.92,3871.01,25.8,92.47
4100,164.816,310.65,6517.97,39.54,109.049
4110,18,51.31,279.46,15.52,15.176
4130,15,-,-,-,15
4140,10.8,1.76,123.59,11.44,10.8
4150,133.333,294.43,1878.21,14.08,133.292
4160,10,43.08,107.07,10.7,10
4170,10.15,2.01,95.51,9.4,10.15
4180,55,5.72,698.52,12.7,36.226
4190,90,828.47,1503.6,16.7,86.644
4200,40,144.04,642.99,16.07,39.29
4210,80,-155.85,966.51,12.08,28.64
4220,850,302.72,8516.7,10.01,336.876
4230,60,76.1,969.11,16.15,23.7
4240,210,814.38,2601.16,12.38,106.011
4250,929.4,-100.93,9422.23,10.13,558.746
4260,50.833,188.77,901.5,17.73,35.965
4270,60,21.65,933.59,15.55,28.5
4280,3705.882,707.14,28592.09,7.71,185.294
4290,40,68.89,524.93,13.12,31.342
4300,1080,359.16,17926.67,16.59,1078.499
4310,339.3,-11.47,3143.07,9.26,102
4320,70,94.07,878.22,12.54,21
5110,4166.593,1543.64,60349.13,14.48,715.804
6001,28.571,115.11,657.04,22.99,12.711
6002,46.2,202.68,735.45,15.91,14.641
6004,82,698.5,1318.16,16.07,32.35
6010,77,141.32,1364.52,17.72,61.598
6020,50,1.02,330.99,6.61,49.998
6040,45,5.54,610.54,13.56,39.748
6050,53.537,-51.24,203.94,3.8,20.61
6060,7.5,8.95,67.87,9.04,7.498
6070,30,91.1,839.21,27.97,28.539
6090,50,22.2,620.79,12.41,49.396
7010,2000,9258.43,60541.34,30.27,323.536
7020,770,-1093.13,15560.77,20.2,442.527
7030,583.729,-971.95,4551.68,7.79,302.619
7040,157.5,-119.18,543.7,3.45,108.019
8010,100,598.43,2309.07,23.09,53.37
8011,35,-31.5,88.58,2.53,10.5
8012,35,17.66,371.72,10.62,10.5
8020,30,-9.88,258.43,8.61,30
8030,100,-261.27,912.13,9.12,36.5
8040,20,23.84,200.92,10.04,7
8050,25,1.88,171.87,6.87,17.5
8060,40,-56.27,322.67,8.06,37.78
8070,20,41.29,279.66,13.98,11
8080,34,3.64,355.07,10.44,12.26
8090,20,-,-,-,14.16
8100,25,32.31,247.28,9.89,17.3
8110,20.5,-63.02,66.82,3.25,17.4
8120,22,12.36,127.01,5.77,14.962
8130,16.666,34.4,194.17,11.65,7.416
8140,32,-53.94,121.14,3.78,30.2
8150,20,11.13,116.96,5.84,12
8160,40,-10.41,237.76,5.94,26.2
8170,27.5,25.74,252.48,9.18,18.353
8180,25,86.14,405.55,16.22,17.5
8190,49,-52.98,294.71,6.01,32.075
8200,100,0.11,802.14,8.02,89.8
8210,80,645.08,1666.54,20.83,56
8220,20,-,-,-,13.9
8230,40,38.24,340.5,8.51,17.8
8240,10,13.94,196.08,19.6,6
8250,45,27.86,468.46,10.41,20.25
8260,20,-31.93,176.28,8.81,13
8270,25,28.24,233.04,9.32,14.235
8280,40,27.28,292.47,7.31,12
8290,55.5,-51.51,203.42,3.66,39.937
8300,10,-10.86,55.58,5.55,3.45
8310,32,-12.77,111.27,3.47,25.12
8311,40,-51.25,200.27,5,16
8312,45,-21.91,312.93,6.95,14.125
6080,5,-,-,-,5
4070,15,-27.62,113.01,7.53,15
